date,puzzle_number,solution,word_length,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,unique_letters,repeated_letters,has_duplicates,vowel_count,consonant_count,pos_1_letter,pos_2_letter,pos_3_letter,pos_4_letter,pos_5_letter,starts_with_vowel,ends_with_vowel,contains_common_pairs,contains_rare_letters,has_double_letters,double_letters,pos_6_letter,pos_7_letter
2022-07-24,400,COOKY,5,2022,7,24,6,205,29,3,True,4,1,True,2,3,C,O,O,K,Y,False,False,False,False,True,O,,
2022-07-25,401,PSYCHE,6,2022,7,25,0,206,30,3,False,6,0,False,1,5,P,S,Y,C,H,False,True,True,False,False,,E,
2022-07-26,402,VERVAIN,7,2022,7,26,1,207,30,3,False,6,1,True,3,4,V,E,R,V,A,False,False,True,False,False,,I,N
2022-07-27,403,SYNOD,5,2022,7,27,2,208,30,3,False,5,0,False,1,4,S,Y,N,O,D,False,False,False,False,False,,,
2022-07-28,404,LUMEN,5,2022,7,28,3,209,30,3,False,5,0,False,2,3,L,U,M,E,N,False,False,True,False,False,,,
2022-07-29,405,LASER,5,2022,7,29,4,210,30,3,False,5,0,False,2,3,L,A,S,E,R,False,False,True,False,False,,,
2022-07-30,406,RIDGE,5,2022,7,30,5,211,30,3,True,5,0,False,2,3,R,I,D,G,E,False,True,False,False,False,,,
2022-07-31,407,BEEFY,5,2022,7,31,6,212,30,3,True,4,1,True,2,3,B,E,E,F,Y,False,False,False,False,True,E,,
2022-08-01,408,STORY,5,2022,8,1,0,213,31,3,False,5,0,False,1,4,S,T,O,R,Y,False,False,True,False,False,,,
2022-08-02,409,SALES,5,2022,8,2,1,214,31,3,False,4,1,True,2,3,S,A,L,E,S,False,False,True,False,False,,,
2022-08-03,410,SPIKE,5,2022,8,3,2,215,31,3,False,5,0,False,2,3,S,P,I,K,E,False,True,False,False,False,,,
2022-08-04,411,BOUND,5,2022,8,4,3,216,31,3,False,5,0,False,2,3,B,O,U,N,D,False,False,True,False,False,,,
2022-08-05,412,IVORY,5,2022,8,5,4,217,31,3,False,5,0,False,2,3,I,V,O,R,Y,True,False,False,False,False,,,
2022-08-06,413,CURVE,5,2022,8,6,5,218,31,3,True,5,0,False,2,3,C,U,R,V,E,False,True,False,False,False,,,
2022-08-07,414,TRAILER,7,2022,8,7,6,219,31,3,True,6,1,True,3,4,T,R,A,I,L,False,False,True,False,False,,E,R
2022-08-08,415,MAYOR,5,2022,8,8,0,220,32,3,False,5,0,False,2,3,M,A,Y,O,R,False,False,False,False,False,,,
2022-08-09,416,HIPPO,5,2022,8,9,1,221,32,3,False,4,1,True,2,3,H,I,P,P,O,False,True,False,False,True,P,,
2022-08-10,417,COMET,5,2022,8,10,2,222,32,3,False,5,0,False,2,3,C,O,M,E,T,False,False,False,False,False,,,
2022-08-11,418,PULPY,5,2022,8,11,3,223,32,3,False,4,1,True,1,4,P,U,L,P,Y,False,False,False,False,False,,,
2022-08-12,419,FISHY,5,2022,8,12,4,224,32,3,False,5,0,False,1,4,F,I,S,H,Y,False,False,False,False,False,,,
2022-08-13,420,MEDAL,5,2022,8,13,5,225,32,3,True,5,0,False,2,3,M,E,D,A,L,False,False,True,False,False,,,
2022-08-14,421,RATIO,5,2022,8,14,6,226,32,3,True,5,0,False,3,2,R,A,T,I,O,False,True,True,False,False,,,
2022-08-15,422,COBRA,5,2022,8,15,0,227,33,3,False,5,0,False,2,3,C,O,B,R,A,False,True,False,False,False,,,
2022-08-16,423,LINEN,5,2022,8,16,1,228,33,3,False,4,1,True,2,3,L,I,N,E,N,False,False,True,False,False,,,
2022-08-17,424,GAMER,5,2022,8,17,2,229,33,3,False,5,0,False,2,3,G,A,M,E,R,False,False,True,False,False,,,
2022-08-18,425,CONDO,5,2022,8,18,3,230,33,3,False,4,1,True,2,3,C,O,N,D,O,False,True,True,False,False,,,
2022-08-19,426,BIRCH,5,2022,8,19,4,231,33,3,False,5,0,False,1,4,B,I,R,C,H,False,False,False,False,False,,,
2022-08-20,427,CORNY,5,2022,8,20,5,232,33,3,True,5,0,False,1,4,C,O,R,N,Y,False,False,False,False,False,,,
2022-08-21,428,RADIX,5,2022,8,21,6,233,33,3,True,5,0,False,2,3,R,A,D,I,X,False,False,False,True,False,,,
2022-08-22,429,HERON,5,2022,8,22,0,234,34,3,False,5,0,False,2,3,H,E,R,O,N,False,False,True,False,False,,,
2022-08-23,430,CLUMP,5,2022,8,23,1,235,34,3,False,5,0,False,1,4,C,L,U,M,P,False,False,False,False,False,,,
2022-08-24,431,NEEDY,5,2022,8,24,2,236,34,3,False,4,1,True,2,3,N,E,E,D,Y,False,False,True,False,True,E,,
2022-08-25,432,CAULK,5,2022,8,25,3,237,34,3,False,5,0,False,2,3,C,A,U,L,K,False,False,False,False,False,,,
2022-08-26,433,FORTH,5,2022,8,26,4,238,34,3,False,5,0,False,1,4,F,O,R,T,H,False,False,True,False,False,,,
2022-08-27,434,LARKY,5,2022,8,27,5,239,34,3,True,5,0,False,1,4,L,A,R,K,Y,False,False,False,False,False,,,
2022-08-28,435,JOKER,5,2022,8,28,6,240,34,3,True,5,0,False,2,3,J,O,K,E,R,False,False,True,True,False,,,
2022-08-29,436,GLEAM,5,2022,8,29,0,241,35,3,False,5,0,False,2,3,G,L,E,A,M,False,False,True,False,False,,,
2022-08-30,437,PATCH,5,2022,8,30,1,242,35,3,False,5,0,False,1,4,P,A,T,C,H,False,False,True,False,False,,,
2022-08-31,438,PHONY,5,2022,8,31,2,243,35,3,False,5,0,False,1,4,P,H,O,N,Y,False,False,True,False,False,,,
2022-09-01,439,ROVER,5,2022,9,1,3,244,35,3,False,4,1,True,2,3,R,O,V,E,R,False,False,True,False,False,,,
2022-09-02,440,CABAL,5,2022,9,2,4,245,35,3,False,4,1,True,2,3,C,A,B,A,L,False,False,False,False,False,,,
2022-09-03,441,SWILL,5,2022,9,3,5,246,35,3,True,4,1,True,1,4,S,W,I,L,L,False,False,False,False,True,L,,
2022-09-04,442,TRITE,5,2022,9,4,6,247,35,3,True,4,1,True,2,3,T,R,I,T,E,False,True,False,False,False,,,
2022-09-05,443,PATSY,5,2022,9,5,0,248,36,3,False,5,0,False,1,4,P,A,T,S,Y,False,False,True,False,False,,,
2022-09-06,444,FLUNG,5,2022,9,6,1,249,36,3,False,5,0,False,1,4,F,L,U,N,G,False,False,False,False,False,,,
2022-09-07,445,WRACK,5,2022,9,7,2,250,36,3,False,5,0,False,1,4,W,R,A,C,K,False,False,False,False,False,,,
2022-09-08,446,SPENT,5,2022,9,8,3,251,36,3,False,5,0,False,1,4,S,P,E,N,T,False,False,True,False,False,,,
2022-09-09,447,DANDY,5,2022,9,9,4,252,36,3,False,4,1,True,1,4,D,A,N,D,Y,False,False,True,False,False,,,
2022-09-10,448,SIEGE,5,2022,9,10,5,253,36,3,True,4,1,True,3,2,S,I,E,G,E,False,True,False,False,False,,,
2022-09-11,449,FEVER,5,2022,9,11,6,254,36,3,True,4,1,True,2,3,F,E,V,E,R,False,False,True,False,False,,,
2022-09-12,450,TATTY,5,2022,9,12,0,255,37,3,False,3,2,True,1,4,T,A,T,T,Y,False,False,True,False,True,T,,
2022-09-13,451,TRULY,5,2022,9,13,1,256,37,3,False,5,0,False,1,4,T,R,U,L,Y,False,False,False,False,False,,,
2022-09-14,452,CHEAT,5,2022,9,14,2,257,37,3,False,5,0,False,2,3,C,H,E,A,T,False,False,True,False,False,,,
2022-09-15,453,GRIEF,5,2022,9,15,3,258,37,3,False,5,0,False,2,3,G,R,I,E,F,False,False,False,False,False,,,
2022-09-16,454,CLOUD,5,2022,9,16,4,259,37,3,False,5,0,False,2,3,C,L,O,U,D,False,False,True,False,False,,,
2022-09-17,455,CARRY,5,2022,9,17,5,260,37,3,True,4,1,True,1,4,C,A,R,R,Y,False,False,False,False,True,R,,
2022-09-18,456,BRINK,5,2022,9,18,6,261,37,3,True,5,0,False,1,4,B,R,I,N,K,False,False,True,False,False,,,
2022-09-19,457,BACON,5,2022,9,19,0,262,38,3,False,5,0,False,2,3,B,A,C,O,N,False,False,True,False,False,,,
2022-09-20,458,CURTLY,6,2022,9,20,1,263,38,3,False,6,0,False,1,5,C,U,R,T,L,False,False,False,False,False,,Y,
2022-09-21,459,TIDAL,5,2022,9,21,2,264,38,3,False,5,0,False,2,3,T,I,D,A,L,False,False,False,False,False,,,
2022-09-22,460,LOWLY,5,2022,9,22,3,265,38,3,False,4,1,True,1,4,L,O,W,L,Y,False,False,False,False,False,,,
2022-09-23,461,BINGE,5,2022,9,23,4,266,38,3,False,5,0,False,2,3,B,I,N,G,E,False,True,True,False,False,,,
2022-09-24,462,FETAL,5,2022,9,24,5,267,38,3,True,5,0,False,2,3,F,E,T,A,L,False,False,False,False,False,,,
2022-09-25,463,DEATH,5,2022,9,25,6,268,38,3,True,5,0,False,2,3,D,E,A,T,H,False,False,True,False,False,,,
2022-09-26,464,HORDE,5,2022,9,26,0,269,39,3,False,5,0,False,2,3,H,O,R,D,E,False,True,False,False,False,,,
2022-09-27,465,EXIST,5,2022,9,27,1,270,39,3,False,5,0,False,2,3,E,X,I,S,T,True,False,True,True,False,,,
2022-09-28,466,VOICE,5,2022,9,28,2,271,39,3,False,5,0,False,3,2,V,O,I,C,E,False,True,False,False,False,,,
2022-09-29,467,SCALD,5,2022,9,29,3,272,39,3,False,5,0,False,1,4,S,C,A,L,D,False,False,False,False,False,,,
2022-09-30,468,MUMMY,5,2022,9,30,4,273,39,3,False,3,2,True,1,4,M,U,M,M,Y,False,False,False,False,True,M,,
2022-10-01,469,JUDGE,5,2022,10,1,5,274,39,4,True,5,0,False,2,3,J,U,D,G,E,False,True,False,True,False,,,
2022-10-02,470,SWAMP,5,2022,10,2,6,275,39,4,True,5,0,False,1,4,S,W,A,M,P,False,False,False,False,False,,,
2022-10-03,471,SAVOY,5,2022,10,3,0,276,40,4,False,5,0,False,2,3,S,A,V,O,Y,False,False,False,False,False,,,
2022-10-04,472,PANIC,5,2022,10,4,1,277,40,4,False,5,0,False,2,3,P,A,N,I,C,False,False,True,False,False,,,
2022-10-05,473,CLIMB,5,2022,10,5,2,278,40,4,False,5,0,False,1,4,C,L,I,M,B,False,False,False,False,False,,,
2022-10-06,474,STOOP,5,2022,10,6,3,279,40,4,False,4,1,True,2,3,S,T,O,O,P,False,False,True,False,True,O,,
2022-10-07,475,EAGER,5,2022,10,7,4,280,40,4,False,4,1,True,3,2,E,A,G,E,R,True,False,True,False,False,,,
2022-10-08,476,HUMAN,5,2022,10,8,5,281,40,4,True,5,0,False,2,3,H,U,M,A,N,False,False,True,False,False,,,
2022-10-09,477,DIZZY,5,2022,10,9,6,282,40,4,True,4,1,True,1,4,D,I,Z,Z,Y,False,False,False,True,True,Z,,
2022-10-10,478,BASIL,5,2022,10,10,0,283,41,4,False,5,0,False,2,3,B,A,S,I,L,False,False,False,False,False,,,
2022-10-11,479,SCOOP,5,2022,10,11,1,284,41,4,False,4,1,True,2,3,S,C,O,O,P,False,False,False,False,True,O,,
2022-10-12,480,MOLAR,5,2022,10,12,2,285,41,4,False,5,0,False,2,3,M,O,L,A,R,False,False,False,False,False,,,
2022-10-13,481,TACKY,5,2022,10,13,3,286,41,4,False,5,0,False,1,4,T,A,C,K,Y,False,False,False,False,False,,,
2022-10-14,482,FISHY,5,2022,10,14,4,287,41,4,False,5,0,False,1,4,F,I,S,H,Y,False,False,False,False,False,,,
2022-10-15,483,CRANE,5,2022,10,15,5,288,41,4,True,5,0,False,2,3,C,R,A,N,E,False,True,True,False,False,,,
2022-10-16,484,WORSE,5,2022,10,16,6,289,41,4,True,5,0,False,2,3,W,O,R,S,E,False,True,False,False,False,,,
2022-10-17,485,SPICY,5,2022,10,17,0,290,42,4,False,5,0,False,1,4,S,P,I,C,Y,False,False,False,False,False,,,
2022-10-18,486,MOWER,5,2022,10,18,1,291,42,4,False,5,0,False,2,3,M,O,W,E,R,False,False,True,False,False,,,
2022-10-19,487,WIDOW,5,2022,10,19,2,292,42,4,False,4,1,True,2,3,W,I,D,O,W,False,False,False,False,False,,,
2022-10-20,488,VERGE,5,2022,10,20,3,293,42,4,False,4,1,True,2,3,V,E,R,G,E,False,True,True,False,False,,,
2022-10-21,489,BRICK,5,2022,10,21,4,294,42,4,False,5,0,False,1,4,B,R,I,C,K,False,False,False,False,False,,,
2022-10-22,490,WHOOP,5,2022,10,22,5,295,42,4,True,4,1,True,2,3,W,H,O,O,P,False,False,False,False,True,O,,
2022-10-23,491,BUDGE,5,2022,10,23,6,296,42,4,True,5,0,False,2,3,B,U,D,G,E,False,True,False,False,False,,,
2022-10-24,492,VERGE,5,2022,10,24,0,297,43,4,False,4,1,True,2,3,V,E,R,G,E,False,True,True,False,False,,,
2022-10-25,493,TAUNT,5,2022,10,25,1,298,43,4,False,4,1,True,2,3,T,A,U,N,T,False,False,False,False,False,,,
2022-10-26,494,BADGE,5,2022,10,26,2,299,43,4,False,5,0,False,2,3,B,A,D,G,E,False,True,False,False,False,,,
2022-10-27,495,NIGHT,5,2022,10,27,3,300,43,4,False,5,0,False,1,4,N,I,G,H,T,False,False,False,False,False,,,
2022-10-28,496,CHAOS,5,2022,10,28,4,301,43,4,False,5,0,False,2,3,C,H,A,O,S,False,False,False,False,False,,,
2022-10-29,497,TRULY,5,2022,10,29,5,302,43,4,True,5,0,False,1,4,T,R,U,L,Y,False,False,False,False,False,,,
2022-10-30,498,ABACK,5,2022,10,30,6,303,43,4,True,4,1,True,2,3,A,B,A,C,K,True,False,False,False,False,,,
2022-10-31,499,CANDY,5,2022,10,31,0,304,44,4,False,5,0,False,1,4,C,A,N,D,Y,False,False,True,False,False,,,
2022-11-01,500,REPEL,5,2022,11,1,1,305,44,4,False,4,1,True,2,3,R,E,P,E,L,False,False,True,False,False,,,
2022-11-02,501,CAMEL,5,2022,11,2,2,306,44,4,False,5,0,False,2,3,C,A,M,E,L,False,False,False,False,False,,,
2022-11-03,502,TRIBE,5,2022,11,3,3,307,44,4,False,5,0,False,2,3,T,R,I,B,E,False,True,False,False,False,,,
2022-11-04,503,DANDY,5,2022,11,4,4,308,44,4,False,4,1,True,1,4,D,A,N,D,Y,False,False,True,False,False,,,
2022-11-05,504,FAVOR,5,2022,11,5,5,309,44,4,True,5,0,False,2,3,F,A,V,O,R,False,False,False,False,False,,,
2022-11-06,505,TRICE,5,2022,11,6,6,310,44,4,True,5,0,False,2,3,T,R,I,C,E,False,True,False,False,False,,,
2022-11-07,506,YIELD,5,2022,11,7,0,311,45,4,False,5,0,False,2,3,Y,I,E,L,D,False,False,False,False,False,,,
2022-11-08,507,VIDEO,5,2022,11,8,1,312,45,4,False,5,0,False,3,2,V,I,D,E,O,False,True,False,False,False,,,
2022-11-09,508,LUPUS,5,2022,11,9,2,313,45,4,False,4,1,True,2,3,L,U,P,U,S,False,False,False,False,False,,,
2022-11-10,509,PECAN,5,2022,11,10,3,314,45,4,False,5,0,False,2,3,P,E,C,A,N,False,False,True,False,False,,,
2022-11-11,510,ARGUE,5,2022,11,11,4,315,45,4,False,5,0,False,3,2,A,R,G,U,E,True,True,False,False,False,,,
2022-11-12,511,HUNKY,5,2022,11,12,5,316,45,4,True,5,0,False,1,4,H,U,N,K,Y,False,False,False,False,False,,,
2022-11-13,512,GORGE,5,2022,11,13,6,317,45,4,True,4,1,True,2,3,G,O,R,G,E,False,True,False,False,False,,,
2022-11-14,513,QUERY,5,2022,11,14,0,318,46,4,False,5,0,False,2,3,Q,U,E,R,Y,False,False,True,True,False,,,
2022-11-15,514,DRINK,5,2022,11,15,1,319,46,4,False,5,0,False,1,4,D,R,I,N,K,False,False,True,False,False,,,
2022-11-16,515,FAVOR,5,2022,11,16,2,320,46,4,False,5,0,False,2,3,F,A,V,O,R,False,False,False,False,False,,,
2022-11-17,516,ABBEY,5,2022,11,17,3,321,46,4,False,4,1,True,2,3,A,B,B,E,Y,True,False,False,False,True,B,,
2022-11-18,517,TANGY,5,2022,11,18,4,322,46,4,False,5,0,False,1,4,T,A,N,G,Y,False,False,True,False,False,,,
2022-11-19,518,PANIC,5,2022,11,19,5,323,46,4,True,5,0,False,2,3,P,A,N,I,C,False,False,True,False,False,,,
2022-11-20,519,SOLAR,5,2022,11,20,6,324,46,4,True,5,0,False,2,3,S,O,L,A,R,False,False,False,False,False,,,
2022-11-21,520,MINER,5,2022,11,21,0,325,47,4,False,5,0,False,2,3,M,I,N,E,R,False,False,True,False,False,,,
2022-11-22,521,PROXY,5,2022,11,22,1,326,47,4,False,5,0,False,1,4,P,R,O,X,Y,False,False,False,True,False,,,
2022-11-23,522,POINT,5,2022,11,23,2,327,47,4,False,5,0,False,2,3,P,O,I,N,T,False,False,True,False,False,,,
2022-11-24,523,ROBOT,5,2022,11,24,3,328,47,4,False,4,1,True,2,3,R,O,B,O,T,False,False,False,False,False,,,
2022-11-25,524,PRICK,5,2022,11,25,4,329,47,4,False,5,0,False,1,4,P,R,I,C,K,False,False,False,False,False,,,
2022-11-26,525,WINCE,5,2022,11,26,5,330,47,4,True,5,0,False,2,3,W,I,N,C,E,False,True,True,False,False,,,
2022-11-27,526,CRIMP,5,2022,11,27,6,331,47,4,True,5,0,False,1,4,C,R,I,M,P,False,False,False,False,False,,,
2022-11-28,527,KNOLL,5,2022,11,28,0,332,48,4,False,4,1,True,1,4,K,N,O,L,L,False,False,False,False,True,L,,
2022-11-29,528,SUGAR,5,2022,11,29,1,333,48,4,False,5,0,False,2,3,S,U,G,A,R,False,False,False,False,False,,,
2022-11-30,529,WHACK,5,2022,11,30,2,334,48,4,False,5,0,False,1,4,W,H,A,C,K,False,False,False,False,False,,,
2022-12-01,530,MOUNT,5,2022,12,1,3,335,48,4,False,5,0,False,2,3,M,O,U,N,T,False,False,True,False,False,,,
2022-12-02,531,PERKY,5,2022,12,2,4,336,48,4,False,5,0,False,1,4,P,E,R,K,Y,False,False,True,False,False,,,
2022-12-03,532,REBEL,5,2022,12,3,5,337,48,4,True,4,1,True,2,3,R,E,B,E,L,False,False,True,False,False,,,
2022-12-04,533,WRUNG,5,2022,12,4,6,338,48,4,True,5,0,False,1,4,W,R,U,N,G,False,False,False,False,False,,,
2022-12-05,534,LIGHT,5,2022,12,5,0,339,49,4,False,5,0,False,1,4,L,I,G,H,T,False,False,False,False,False,,,
2022-12-06,535,THOSE,5,2022,12,6,1,340,49,4,False,5,0,False,2,3,T,H,O,S,E,False,True,True,False,False,,,
2022-12-07,536,MOIST,5,2022,12,7,2,341,49,4,False,5,0,False,2,3,M,O,I,S,T,False,False,True,False,False,,,
2022-12-08,537,SHARD,5,2022,12,8,3,342,49,4,False,5,0,False,1,4,S,H,A,R,D,False,False,False,False,False,,,
2022-12-09,538,PLEAT,5,2022,12,9,4,343,49,4,False,5,0,False,2,3,P,L,E,A,T,False,False,True,False,False,,,
2022-12-10,539,ALOFT,5,2022,12,10,5,344,49,4,True,5,0,False,2,3,A,L,O,F,T,True,False,False,False,False,,,
2022-12-11,540,SKILL,5,2022,12,11,6,345,49,4,True,4,1,True,1,4,S,K,I,L,L,False,False,False,False,True,L,,
2022-12-12,541,ELDER,5,2022,12,12,0,346,50,4,False,4,1,True,2,3,E,L,D,E,R,True,False,True,False,False,,,
2022-12-13,542,FRAME,5,2022,12,13,1,347,50,4,False,5,0,False,2,3,F,R,A,M,E,False,True,False,False,False,,,
2022-12-14,543,HUMOR,5,2022,12,14,2,348,50,4,False,5,0,False,2,3,H,U,M,O,R,False,False,False,False,False,,,
2022-12-15,544,PAUSE,5,2022,12,15,3,349,50,4,False,5,0,False,3,2,P,A,U,S,E,False,True,False,False,False,,,
2022-12-16,545,ULCER,5,2022,12,16,4,350,50,4,False,5,0,False,2,3,U,L,C,E,R,True,False,True,False,False,,,
2022-12-17,546,ULTRA,5,2022,12,17,5,351,50,4,True,5,0,False,2,3,U,L,T,R,A,True,True,False,False,False,,,
2022-12-18,547,ROBIN,5,2022,12,18,6,352,50,4,True,5,0,False,2,3,R,O,B,I,N,False,False,True,False,False,,,
2022-12-19,548,CYNIC,5,2022,12,19,0,353,51,4,False,4,1,True,1,4,C,Y,N,I,C,False,False,False,False,False,,,
2022-12-20,549,AROMA,5,2022,12,20,1,354,51,4,False,4,1,True,3,2,A,R,O,M,A,True,True,False,False,False,,,
2022-12-21,550,CAULK,5,2022,12,21,2,355,51,4,False,5,0,False,2,3,C,A,U,L,K,False,False,False,False,False,,,
2022-12-22,551,SHAKE,5,2022,12,22,3,356,51,4,False,5,0,False,2,3,S,H,A,K,E,False,True,False,False,False,,,
2022-12-23,552,DODGE,5,2022,12,23,4,357,51,4,False,4,1,True,2,3,D,O,D,G,E,False,True,False,False,False,,,
2022-12-24,553,SWILL,5,2022,12,24,5,358,51,4,True,4,1,True,1,4,S,W,I,L,L,False,False,False,False,True,L,,
2022-12-25,554,TACIT,5,2022,12,25,6,359,51,4,True,4,1,True,2,3,T,A,C,I,T,False,False,False,False,False,,,
2022-12-26,555,OTHER,5,2022,12,26,0,360,52,4,False,5,0,False,2,3,O,T,H,E,R,True,False,True,False,False,,,
2022-12-27,556,THORN,5,2022,12,27,1,361,52,4,False,5,0,False,1,4,T,H,O,R,N,False,False,True,False,False,,,
2022-12-28,557,TROVE,5,2022,12,28,2,362,52,4,False,5,0,False,2,3,T,R,O,V,E,False,True,False,False,False,,,
2022-12-29,558,BLOKE,5,2022,12,29,3,363,52,4,False,5,0,False,2,3,B,L,O,K,E,False,True,False,False,False,,,
2022-12-30,559,VIVID,5,2022,12,30,4,364,52,4,False,3,2,True,2,3,V,I,V,I,D,False,False,False,False,False,,,
2022-12-31,560,SPILL,5,2022,12,31,5,365,52,4,True,4,1,True,1,4,S,P,I,L,L,False,False,False,False,True,L,,
2023-01-01,561,CHANT,5,2023,1,1,6,1,52,1,True,5,0,False,1,4,C,H,A,N,T,False,False,True,False,False,,,
2023-01-02,562,CHOKE,5,2023,1,2,0,2,1,1,False,5,0,False,2,3,C,H,O,K,E,False,True,False,False,False,,,
2023-01-03,563,RUPEE,5,2023,1,3,1,3,1,1,False,4,1,True,3,2,R,U,P,E,E,False,True,False,False,True,E,,
2023-01-04,564,NASTY,5,2023,1,4,2,4,1,1,False,5,0,False,1,4,N,A,S,T,Y,False,False,True,False,False,,,
2023-01-05,565,MOURN,5,2023,1,5,3,5,1,1,False,5,0,False,2,3,M,O,U,R,N,False,False,True,False,False,,,
2023-01-06,566,AHEAD,5,2023,1,6,4,6,1,1,False,4,1,True,3,2,A,H,E,A,D,True,False,True,False,False,,,
2023-01-07,567,BRINE,5,2023,1,7,5,7,1,1,True,5,0,False,2,3,B,R,I,N,E,False,True,True,False,False,,,
2023-01-08,568,CLOTH,5,2023,1,8,6,8,1,1,True,5,0,False,1,4,C,L,O,T,H,False,False,True,False,False,,,
2023-01-09,569,HOARD,5,2023,1,9,0,9,2,1,False,5,0,False,2,3,H,O,A,R,D,False,False,False,False,False,,,
2023-01-10,570,SWEET,5,2023,1,10,1,10,2,1,False,4,1,True,2,3,S,W,E,E,T,False,False,False,False,True,E,,
2023-01-11,571,MONTH,5,2023,1,11,2,11,2,1,False,5,0,False,1,4,M,O,N,T,H,False,False,True,False,False,,,
2023-01-12,572,LAPSE,5,2023,1,12,3,12,2,1,False,5,0,False,2,3,L,A,P,S,E,False,True,False,False,False,,,
2023-01-13,573,WATCH,5,2023,1,13,4,13,2,1,False,5,0,False,1,4,W,A,T,C,H,False,False,True,False,False,,,
2023-01-14,574,TODAY,5,2023,1,14,5,14,2,1,True,5,0,False,2,3,T,O,D,A,Y,False,False,False,False,False,,,
2023-01-15,575,FOCUS,5,2023,1,15,6,15,2,1,True,5,0,False,2,3,F,O,C,U,S,False,False,False,False,False,,,
2023-01-16,576,SMELT,5,2023,1,16,0,16,3,1,False,5,0,False,1,4,S,M,E,L,T,False,False,False,False,False,,,
2023-01-17,577,TEASE,5,2023,1,17,1,17,3,1,False,4,1,True,3,2,T,E,A,S,E,False,True,True,False,False,,,
2023-01-18,578,CATER,5,2023,1,18,2,18,3,1,False,5,0,False,2,3,C,A,T,E,R,False,False,True,False,False,,,
2023-01-19,579,MOVIE,5,2023,1,19,3,19,3,1,False,5,0,False,3,2,M,O,V,I,E,False,True,False,False,False,,,
2023-01-20,580,SAUTE,5,2023,1,20,4,20,3,1,False,5,0,False,3,2,S,A,U,T,E,False,True,False,False,False,,,
2023-01-21,581,ALLOW,5,2023,1,21,5,21,3,1,True,4,1,True,2,3,A,L,L,O,W,True,False,False,False,True,L,,
2023-01-22,582,RENEW,5,2023,1,22,6,22,3,1,True,4,1,True,2,3,R,E,N,E,W,False,False,True,False,False,,,
2023-01-23,583,THEIR,5,2023,1,23,0,23,4,1,False,5,0,False,2,3,T,H,E,I,R,False,False,True,False,False,,,
2023-01-24,584,SLOSH,5,2023,1,24,1,24,4,1,False,4,1,True,1,4,S,L,O,S,H,False,False,False,False,False,,,
2023-01-25,585,PURGE,5,2023,1,25,2,25,4,1,False,5,0,False,2,3,P,U,R,G,E,False,True,False,False,False,,,
2023-01-26,586,CHEST,5,2023,1,26,3,26,4,1,False,5,0,False,1,4,C,H,E,S,T,False,False,True,False,False,,,
2023-01-27,587,DEPOT,5,2023,1,27,4,27,4,1,False,5,0,False,2,3,D,E,P,O,T,False,False,False,False,False,,,
2023-01-28,588,EPOXY,5,2023,1,28,5,28,4,1,True,5,0,False,2,3,E,P,O,X,Y,True,False,False,True,False,,,
2023-01-29,589,NYMPH,5,2023,1,29,6,29,4,1,True,5,0,False,0,5,N,Y,M,P,H,False,False,False,False,False,,,
2023-01-30,590,FOUND,5,2023,1,30,0,30,5,1,False,5,0,False,2,3,F,O,U,N,D,False,False,True,False,False,,,
2023-01-31,591,SHALL,5,2023,1,31,1,31,5,1,False,4,1,True,1,4,S,H,A,L,L,False,False,False,False,True,L,,
2023-02-01,592,HARRY,5,2023,2,1,2,32,5,1,False,4,1,True,1,4,H,A,R,R,Y,False,False,False,False,True,R,,
2023-02-02,593,STOVE,5,2023,2,2,3,33,5,1,False,5,0,False,2,3,S,T,O,V,E,False,True,True,False,False,,,
2023-02-03,594,LOWLY,5,2023,2,3,4,34,5,1,False,4,1,True,1,4,L,O,W,L,Y,False,False,False,False,False,,,
2023-02-04,595,SNOUT,5,2023,2,4,5,35,5,1,True,5,0,False,2,3,S,N,O,U,T,False,False,True,False,False,,,
2023-02-05,596,TROPE,5,2023,2,5,6,36,5,1,True,5,0,False,2,3,T,R,O,P,E,False,True,False,False,False,,,
2023-02-06,597,FEWER,5,2023,2,6,0,37,6,1,False,4,1,True,2,3,F,E,W,E,R,False,False,True,False,False,,,
2023-02-07,598,SHAWL,5,2023,2,7,1,38,6,1,False,5,0,False,1,4,S,H,A,W,L,False,False,False,False,False,,,
2023-02-08,599,NATAL,5,2023,2,8,2,39,6,1,False,4,1,True,2,3,N,A,T,A,L,False,False,True,False,False,,,
2023-02-09,600,COMMA,5,2023,2,9,3,40,6,1,False,4,1,True,2,3,C,O,M,M,A,False,True,False,False,True,M,,
2023-02-10,601,FORAY,5,2023,2,10,4,41,6,1,False,5,0,False,2,3,F,O,R,A,Y,False,False,False,False,False,,,
2023-02-11,602,SCARE,5,2023,2,11,5,42,6,1,True,5,0,False,2,3,S,C,A,R,E,False,True,True,False,False,,,
2023-02-12,603,STAIR,5,2023,2,12,6,43,6,1,True,5,0,False,2,3,S,T,A,I,R,False,False,True,False,False,,,
2023-02-13,604,BLACK,5,2023,2,13,0,44,7,1,False,5,0,False,1,4,B,L,A,C,K,False,False,False,False,False,,,
2023-02-14,605,SQUAD,5,2023,2,14,1,45,7,1,False,5,0,False,2,3,S,Q,U,A,D,False,False,False,True,False,,,
